1764031263993,hunter,6,Van,infrared,0,0,INIT,6
1764031267084,hunter,6,Van,infrared,1,0,MOVE,Hallway
1764031267106,hunter,6,Hallway,infrared,0,1,MOVE,Van
1764031267127,hunter,6,Van,infrared,1,1,MOVE,Hallway
1764031267148,hunter,6,Hallway,infrared,2,1,MOVE,Basement
1764031267169,hunter,6,Basement,infrared,3,1,MOVE,Hallway
1764031267190,hunter,6,Hallway,infrared,0,2,MOVE,Van
1764031267211,hunter,6,Van,infrared,1,2,MOVE,Hallway
1764031267231,hunter,6,Hallway,infrared,0,3,MOVE,Master Bedroom
1764031267252,hunter,6,Master Bedroom,infrared,1,3,MOVE,Hallway
1764031267272,hunter,6,Hallway,infrared,0,4,MOVE,Master Bedroom
1764031267293,hunter,6,Master Bedroom,infrared,1,4,MOVE,Hallway
1764031267313,hunter,6,Hallway,infrared,0,5,MOVE,Boy's Bedroom
1764031267334,hunter,6,Boy's Bedroom,infrared,1,5,MOVE,Hallway
1764031267355,hunter,6,Hallway,infrared,0,6,MOVE,Basement
1764031267376,hunter,6,Basement,infrared,1,6,MOVE,Hallway
1764031267396,hunter,6,Hallway,infrared,0,7,MOVE,Basement
1764031267417,hunter,6,Basement,infrared,1,7,MOVE,Hallway
1764031267438,hunter,6,Hallway,infrared,0,8,MOVE,Van
1764031267459,hunter,6,Van,infrared,1,8,MOVE,Hallway
1764031267480,hunter,6,Hallway,infrared,0,9,MOVE,Master Bedroom
1764031267501,hunter,6,Master Bedroom,infrared,1,9,MOVE,Hallway
1764031267521,hunter,6,Hallway,infrared,0,10,MOVE,Van
1764031267542,hunter,6,Van,infrared,1,10,MOVE,Hallway
1764031267563,hunter,6,Hallway,infrared,2,10,MOVE,Basement
1764031267584,hunter,6,Basement,infrared,0,11,MOVE,Basement Hallway
1764031267604,hunter,6,Basement Hallway,infrared,1,11,MOVE,Right Storage Room
1764031267625,hunter,6,Right Storage Room,infrared,2,11,MOVE,Basement Hallway
1764031267646,hunter,6,Basement Hallway,infrared,3,11,MOVE,Basement
1764031267667,hunter,6,Basement,infrared,4,11,MOVE,Hallway
1764031267687,hunter,6,Hallway,infrared,0,12,MOVE,Basement
1764031267708,hunter,6,Basement,infrared,1,12,MOVE,Basement Hallway
1764031267729,hunter,6,Basement Hallway,infrared,2,12,MOVE,Basement
1764031267749,hunter,6,Basement,infrared,3,12,MOVE,Hallway
1764031267770,hunter,6,Hallway,infrared,4,12,MOVE,Boy's Bedroom
1764031267791,hunter,6,Boy's Bedroom,infrared,5,12,MOVE,Hallway
1764031267812,hunter,6,Hallway,infrared,6,12,MOVE,Van
1764031267832,hunter,6,Van,infrared,7,12,MOVE,Hallway
1764031267853,hunter,6,Hallway,infrared,8,12,MOVE,Van
1764031267869,hunter,6,Van,infrared,9,12,MOVE,Hallway
1764031267885,hunter,6,Hallway,infrared,10,12,MOVE,Boy's Bedroom
1764031267900,hunter,6,Boy's Bedroom,infrared,11,12,MOVE,Hallway
1764031267916,hunter,6,Hallway,infrared,0,13,MOVE,Boy's Bedroom
1764031267929,hunter,6,Boy's Bedroom,infrared,1,13,MOVE,Hallway
1764031267942,hunter,6,Hallway,infrared,0,14,MOVE,Master Bedroom
1764031267955,hunter,6,Master Bedroom,infrared,1,14,MOVE,Hallway
1764031267968,hunter,6,Hallway,infrared,2,14,MOVE,Bathroom
1764031267981,hunter,6,Bathroom,infrared,3,14,MOVE,Hallway
1764031267994,hunter,6,Hallway,infrared,4,14,MOVE,Master Bedroom
1764031268007,hunter,6,Master Bedroom,infrared,5,14,MOVE,Hallway
1764031268017,hunter,6,Hallway,infrared,0,15,EXIT,afraid
