1764031265404,hunter,7,Van,temp,0,0,INIT,7
1764031267081,hunter,7,Van,temp,1,0,MOVE,Hallway
1764031267103,hunter,7,Hallway,temp,0,1,MOVE,Master Bedroom
1764031267124,hunter,7,Master Bedroom,temp,1,1,MOVE,Hallway
1764031267145,hunter,7,Hallway,temp,2,1,MOVE,Bathroom
1764031267166,hunter,7,Bathroom,temp,3,1,MOVE,Hallway
1764031267187,hunter,7,Hallway,temp,0,2,MOVE,Kitchen
1764031267208,hunter,7,Kitchen,temp,1,2,MOVE,Living Room
1764031267229,hunter,7,Living Room,temp,2,2,MOVE,Kitchen
1764031267249,hunter,7,Kitchen,temp,3,2,MOVE,Living Room
1764031267270,hunter,7,Living Room,temp,4,2,MOVE,Kitchen
1764031267290,hunter,7,Kitchen,temp,5,2,MOVE,Garage
1764031267311,hunter,7,Garage,temp,6,2,MOVE,Utility Room
1764031267332,hunter,7,Utility Room,temp,7,2,MOVE,Garage
1764031267352,hunter,7,Garage,temp,8,2,MOVE,Kitchen
1764031267373,hunter,7,Kitchen,temp,9,2,MOVE,Living Room
1764031267394,hunter,7,Living Room,temp,10,2,MOVE,Kitchen
1764031267415,hunter,7,Kitchen,temp,11,2,MOVE,Garage
1764031267435,hunter,7,Garage,temp,12,2,MOVE,Kitchen
1764031267456,hunter,7,Kitchen,temp,13,2,MOVE,Hallway
1764031267477,hunter,7,Hallway,temp,0,3,MOVE,Bathroom
1764031267498,hunter,7,Bathroom,temp,1,3,MOVE,Hallway
1764031267519,hunter,7,Hallway,temp,0,4,MOVE,Boy's Bedroom
1764031267539,hunter,7,Boy's Bedroom,temp,1,4,MOVE,Hallway
1764031267560,hunter,7,Hallway,temp,2,4,MOVE,Van
1764031267581,hunter,7,Van,temp,3,4,MOVE,Hallway
1764031267602,hunter,7,Hallway,temp,0,5,MOVE,Kitchen
1764031267623,hunter,7,Kitchen,temp,1,5,MOVE,Living Room
1764031267643,hunter,7,Living Room,temp,2,5,MOVE,Kitchen
1764031267664,hunter,7,Kitchen,temp,3,5,MOVE,Hallway
1764031267685,hunter,7,Hallway,temp,0,6,MOVE,Boy's Bedroom
1764031267705,hunter,7,Boy's Bedroom,temp,1,6,MOVE,Hallway
1764031267726,hunter,7,Hallway,temp,2,6,MOVE,Van
1764031267747,hunter,7,Van,temp,3,6,MOVE,Hallway
1764031267768,hunter,7,Hallway,temp,4,6,MOVE,Boy's Bedroom
1764031267789,hunter,7,Boy's Bedroom,temp,5,6,MOVE,Hallway
1764031267809,hunter,7,Hallway,temp,6,6,MOVE,Bathroom
1764031267830,hunter,7,Bathroom,temp,0,7,MOVE,Hallway
1764031267851,hunter,7,Hallway,temp,1,7,MOVE,Kitchen
1764031267866,hunter,7,Kitchen,temp,2,7,MOVE,Garage
1764031267882,hunter,7,Garage,temp,3,7,MOVE,Kitchen
1764031267897,hunter,7,Kitchen,temp,4,7,MOVE,Hallway
1764031267913,hunter,7,Hallway,temp,0,8,MOVE,Master Bedroom
1764031267926,hunter,7,Master Bedroom,temp,1,8,MOVE,Hallway
1764031267939,hunter,7,Hallway,temp,0,9,MOVE,Bathroom
1764031267952,hunter,7,Bathroom,temp,1,9,MOVE,Hallway
1764031267965,hunter,7,Hallway,temp,2,9,MOVE,Master Bedroom
1764031267978,hunter,7,Master Bedroom,temp,3,9,MOVE,Hallway
1764031267991,hunter,7,Hallway,temp,4,9,MOVE,Master Bedroom
1764031268004,hunter,7,Master Bedroom,temp,5,9,MOVE,Hallway
1764031268014,hunter,7,Hallway,temp,0,10,MOVE,Master Bedroom
1764031268025,hunter,7,Master Bedroom,temp,0,11,MOVE,Hallway
1764031268033,hunter,7,Hallway,temp,1,11,MOVE,Boy's Bedroom
1764031268040,hunter,7,Boy's Bedroom,temp,2,11,MOVE,Hallway
1764031268048,hunter,7,Hallway,temp,3,11,MOVE,Van
1764031268056,hunter,7,Van,temp,4,11,MOVE,Hallway
1764031268064,hunter,7,Hallway,temp,5,11,MOVE,Master Bedroom
1764031268072,hunter,7,Master Bedroom,temp,0,12,MOVE,Hallway
1764031268079,hunter,7,Hallway,temp,1,12,MOVE,Kitchen
1764031268087,hunter,7,Kitchen,temp,2,12,MOVE,Hallway
1764031268094,hunter,7,Hallway,temp,0,13,MOVE,Van
1764031268102,hunter,7,Van,temp,1,13,MOVE,Hallway
1764031268110,hunter,7,Hallway,temp,0,14,MOVE,Master Bedroom
1764031268118,hunter,7,Master Bedroom,temp,1,14,MOVE,Hallway
1764031268123,hunter,7,Hallway,temp,0,15,EXIT,afraid
